"","day","Request","Violent","Property","Arrest","Total","Domestic"
"97",2018-10-09,30,27.8571428571429,22.4285714285714,21.4285714285714,87.4285714285714,19.5714285714286
"98",2018-10-10,39.4285714285714,28.2857142857143,21.8571428571429,21.4285714285714,88.1428571428571,18.8571428571429
"99",2018-10-11,39.7142857142857,26.5714285714286,21.7142857142857,22.5714285714286,87.1428571428571,19.5714285714286
"100",2018-10-12,42.5714285714286,26.2857142857143,22.1428571428571,22.1428571428571,86,19.8571428571429
"101",2018-10-13,43.4285714285714,27.1428571428571,22.8571428571429,20.2857142857143,84.4285714285714,20.2857142857143
"102",2018-10-14,40.2857142857143,27.1428571428571,20.5714285714286,19.5714285714286,82.5714285714286,19.8571428571429
"103",2018-10-15,42.1428571428571,27.8571428571429,21.2857142857143,20.4285714285714,84,19.5714285714286
"104",2018-10-16,30,26.5714285714286,22.8571428571429,18.4285714285714,82.7142857142857,19
"105",2018-10-17,20.7142857142857,26.2857142857143,24.5714285714286,19.2857142857143,86,20.2857142857143
"106",2018-10-18,21.4285714285714,25.7142857142857,24.4285714285714,18.1428571428571,84.1428571428571,19.1428571428571
"107",2018-10-19,19.4285714285714,25.4285714285714,24.2857142857143,18.5714285714286,82.4285714285714,17.7142857142857
"108",2018-10-20,17.4285714285714,25,23.2857142857143,18.5714285714286,80.7142857142857,17.8571428571429
"109",2018-10-21,14.8571428571429,25.1428571428571,24.1428571428571,19.4285714285714,81.5714285714286,17
"110",2018-10-22,12.5714285714286,27.8571428571429,22.5714285714286,19,80.8571428571429,18.8571428571429
"111",2018-10-23,12,28.5714285714286,22.4285714285714,21.2857142857143,83.8571428571429,18.7142857142857
"112",2018-10-24,12.1428571428571,28.7142857142857,21.4285714285714,20.2857142857143,84.1428571428571,17.7142857142857
"113",2018-10-25,11,29.1428571428571,21.5714285714286,21,86.1428571428571,17.8571428571429
"114",2018-10-26,10.7142857142857,28.2857142857143,22.4285714285714,21.1428571428571,88.4285714285714,17.8571428571429
"115",2018-10-27,9.71428571428571,28.8571428571429,22.8571428571429,23.2857142857143,92.7142857142857,18.5714285714286
"116",2018-10-28,9.14285714285714,29.7142857142857,24.5714285714286,23.5714285714286,97.4285714285714,18.5714285714286
"117",2018-10-29,9.71428571428571,28,24.8571428571429,23.2857142857143,99.7142857142857,19.7142857142857
"118",2018-10-30,9.14285714285714,27.4285714285714,24.4285714285714,23.5714285714286,100.142857142857,20.4285714285714
"119",2018-10-31,9,28.5714285714286,24.5714285714286,24,98.2857142857143,20.8571428571429
"120",2018-11-01,9.14285714285714,27.8571428571429,24.7142857142857,23.2857142857143,96.1428571428571,20
"121",2018-11-02,8.71428571428571,30,24.4285714285714,24.5714285714286,96.8571428571429,21.4285714285714
"122",2018-11-03,11.5714285714286,29.8571428571429,24.5714285714286,23.5714285714286,96.8571428571429,21.8571428571429
"123",2018-11-04,12.2857142857143,28.5714285714286,23.5714285714286,23.1428571428571,91.7142857142857,22.5714285714286
"124",2018-11-05,11.5714285714286,27.7142857142857,23.7142857142857,23.2857142857143,88.4285714285714,20.7142857142857
"125",2018-11-06,12.8571428571429,28.2857142857143,23.1428571428571,21.5714285714286,85.2857142857143,20
"126",2018-11-07,13.1428571428571,25,21,20,79.2857142857143,19
"127",2018-11-08,13.5714285714286,25.2857142857143,20.5714285714286,20.4285714285714,80.5714285714286,19.4285714285714
"128",2018-11-09,13.1428571428571,23.7142857142857,20.2857142857143,20.1428571428571,80.2857142857143,19.4285714285714
"129",2018-11-10,12,22.2857142857143,19.7142857142857,19,74.5714285714286,17.2857142857143
"130",2018-11-11,13.5714285714286,21.1428571428571,19.5714285714286,17.7142857142857,71.8571428571429,16.7142857142857
"131",2018-11-12,14.4285714285714,20,20.4285714285714,17,73.5714285714286,16.1428571428571
"132",2018-11-13,13.4285714285714,19.8571428571429,21.2857142857143,18.4285714285714,75.1428571428571,16.5714285714286
"133",2018-11-14,12.8571428571429,20.1428571428571,21.8571428571429,20.1428571428571,77.7142857142857,16.5714285714286
"134",2018-11-15,12.4285714285714,21,21.5714285714286,20.8571428571429,78.8571428571429,18.5714285714286
"135",2018-11-16,12.5714285714286,21.5714285714286,20.1428571428571,20.2857142857143,75.5714285714286,17.7142857142857
"136",2018-11-17,11,22.2857142857143,20.7142857142857,20.2857142857143,79,18.4285714285714
"137",2018-11-18,7.71428571428571,23,20.8571428571429,20.8571428571429,82.1428571428571,19.1428571428571
"138",2018-11-19,6.28571428571429,24.1428571428571,20.4285714285714,19.5714285714286,80.1428571428571,20.2857142857143
"139",2018-11-20,5.85714285714286,24.5714285714286,19.4285714285714,18.8571428571429,80.1428571428571,21.4285714285714
"140",2018-11-21,6.42857142857143,25,21.1428571428571,18,79.8571428571429,21.7142857142857
"141",2018-11-22,7.14285714285714,24,21.4285714285714,16.5714285714286,78.1428571428571,20
"142",2018-11-23,7.28571428571429,23,22,16.2857142857143,78.1428571428571,19.1428571428571
"143",2018-11-24,7.57142857142857,22,21.1428571428571,15.7142857142857,73.5714285714286,19
"144",2018-11-25,13.8571428571429,22.4285714285714,21.2857142857143,15.4285714285714,72.4285714285714,18.5714285714286
"145",2018-11-26,16.1428571428571,23.4285714285714,20,17.7142857142857,73.4285714285714,18.1428571428571
"146",2018-11-27,17.2857142857143,23.7142857142857,21.5714285714286,18.8571428571429,74.8571428571429,17.5714285714286
"147",2018-11-28,17.2857142857143,24.1428571428571,20.4285714285714,17.7142857142857,75,18
"148",2018-11-29,16.8571428571429,24.1428571428571,20.8571428571429,18.8571428571429,76.4285714285714,18.1428571428571
"149",2018-11-30,16.2857142857143,25,23.1428571428571,18.8571428571429,83.1428571428571,19.7142857142857
"150",2018-12-01,16.8571428571429,28,24,19.8571428571429,89.1428571428571,20.8571428571429
"151",2018-12-02,11,29.1428571428571,24.4285714285714,21.1428571428571,93,21
"152",2018-12-03,10.4285714285714,27.5714285714286,26.5714285714286,20.2857142857143,91.7142857142857,20.1428571428571
"153",2018-12-04,12,26.8571428571429,25,18.2857142857143,88.4285714285714,19.5714285714286
"154",2018-12-05,12.8571428571429,27.4285714285714,24.8571428571429,19.5714285714286,89,19.1428571428571
"155",2018-12-06,12.7142857142857,28.2857142857143,25.5714285714286,19.5714285714286,89.7142857142857,19.4285714285714
"156",2018-12-07,13,29.2857142857143,23.4285714285714,19.7142857142857,87.2857142857143,20
"157",2018-12-08,12.5714285714286,26.1428571428571,24.2857142857143,19,83.4285714285714,18.7142857142857
"158",2018-12-09,13.4285714285714,25,22.2857142857143,17.1428571428571,77.8571428571429,18.2857142857143
"159",2018-12-10,15.7142857142857,26.4285714285714,20.7142857142857,18,78.8571428571429,19.7142857142857
"160",2018-12-11,15.7142857142857,26.1428571428571,20.7142857142857,17.2857142857143,78,19.8571428571429
"161",2018-12-12,16,25.2857142857143,22,17.1428571428571,77.4285714285714,19.2857142857143
"162",2018-12-13,16.2857142857143,26.1428571428571,21.4285714285714,17.2857142857143,77.8571428571429,19.5714285714286
"163",2018-12-14,18.8571428571429,24.8571428571429,21.5714285714286,16.1428571428571,74,19.1428571428571
"164",2018-12-15,20.5714285714286,25.4285714285714,20.4285714285714,16.4285714285714,74.8571428571429,19.5714285714286
"165",2018-12-16,23.5714285714286,25.4285714285714,19.8571428571429,16.2857142857143,75.5714285714286,19.7142857142857
"166",2018-12-17,23.4285714285714,25.7142857142857,22,16,76.8571428571429,18.8571428571429
"167",2018-12-18,22.8571428571429,25.5714285714286,23.5714285714286,16.4285714285714,78.1428571428571,18.4285714285714
"168",2018-12-19,21.5714285714286,26.1428571428571,22,15.4285714285714,79.4285714285714,19.4285714285714
"169",2018-12-20,22,24.4285714285714,22,15,76.4285714285714,17.8571428571429
"170",2018-12-21,20.7142857142857,24.7142857142857,22.2857142857143,16,78.5714285714286,17.8571428571429
"171",2018-12-22,18.5714285714286,26.5714285714286,21.5714285714286,15.5714285714286,77.7142857142857,19.8571428571429
"172",2018-12-23,16.8571428571429,27,21.8571428571429,16.5714285714286,76.8571428571429,20.1428571428571
"173",2018-12-24,19,26,21,14.7142857142857,75.7142857142857,20.5714285714286
"174",2018-12-25,20.4285714285714,26,20.1428571428571,16.7142857142857,77,21.2857142857143
"175",2018-12-26,21.8571428571429,27.1428571428571,19.8571428571429,18,76.7142857142857,21.4285714285714
"176",2018-12-27,22.2857142857143,28.1428571428571,20.4285714285714,17,80.7142857142857,22
"177",2018-12-28,22.5714285714286,29.8571428571429,20.7142857142857,17.1428571428571,84.2857142857143,22.5714285714286
"178",2018-12-29,22.5714285714286,32.1428571428571,22.1428571428571,19.8571428571429,95.5714285714286,24
"179",2018-12-30,24,32.2857142857143,23.4285714285714,20.4285714285714,98.4285714285714,24
"180",2018-12-31,22.8571428571429,32.7142857142857,23.2857142857143,21.8571428571429,99.5714285714286,24.8571428571429
"181",2019-01-01,24.7142857142857,32.4285714285714,22.7142857142857,21.5714285714286,99.5714285714286,25
"182",2019-01-02,25,32,23.7142857142857,21.7142857142857,99.8571428571429,24.8571428571429
"183",2019-01-03,24.8571428571429,32,22.1428571428571,23.5714285714286,96.7142857142857,24.8571428571429
"184",2019-01-04,33.4285714285714,29.8571428571429,21.2857142857143,24.1428571428571,92.4285714285714,23.5714285714286
"185",2019-01-05,92.5714285714286,27.1428571428571,19.5714285714286,22.7142857142857,82.8571428571429,20.4285714285714
"186",2019-01-06,96.5714285714286,25,18.1428571428571,20.8571428571429,78.4285714285714,18.8571428571429
"187",2019-01-07,99.5714285714286,23.7142857142857,17.5714285714286,21.2857142857143,77.4285714285714,16.8571428571429
"188",2019-01-08,98.8571428571429,24.5714285714286,17.5714285714286,21.1428571428571,78.7142857142857,15.7142857142857
"189",2019-01-09,97.8571428571429,23.5714285714286,16.2857142857143,20.4285714285714,75.2857142857143,14.8571428571429
"190",2019-01-10,98.1428571428571,21.5714285714286,17,19.7142857142857,73.1428571428571,14
"191",2019-01-11,92,21.4285714285714,17.2857142857143,19,72.7142857142857,14.2857142857143
"192",2019-01-12,36.2857142857143,20.2857142857143,16.5714285714286,18.7142857142857,69.5714285714286,12.8571428571429
"193",2019-01-13,30.8571428571429,22.2857142857143,17.8571428571429,20.2857142857143,73.1428571428571,13.5714285714286
"194",2019-01-14,28.4285714285714,23,16,19.7142857142857,70.4285714285714,14.8571428571429
"195",2019-01-15,26,23,15.5714285714286,18.4285714285714,67.1428571428571,15.2857142857143
"196",2019-01-16,26.5714285714286,22.4285714285714,16.7142857142857,18.5714285714286,68.1428571428571,15.4285714285714
"197",2019-01-17,25.8571428571429,23.2857142857143,16.1428571428571,17.4285714285714,69.1428571428571,15.7142857142857
"198",2019-01-18,23,21.2857142857143,14.5714285714286,16.4285714285714,65.1428571428571,14.4285714285714
"199",2019-01-19,21.4285714285714,22.1428571428571,16.2857142857143,15.5714285714286,67.4285714285714,16.1428571428571
"200",2019-01-20,21.4285714285714,19.5714285714286,15.7142857142857,14.5714285714286,63.8571428571429,15.2857142857143
"201",2019-01-21,18.8571428571429,19.8571428571429,16.7142857142857,15.4285714285714,65.4285714285714,15.4285714285714
"202",2019-01-22,18.8571428571429,19.5714285714286,16.5714285714286,15.4285714285714,65.8571428571429,16
"203",2019-01-23,18.2857142857143,19.1428571428571,15.4285714285714,14.7142857142857,63.2857142857143,15.5714285714286
"204",2019-01-24,18.1428571428571,18.5714285714286,15.7142857142857,15.4285714285714,62.1428571428571,15.7142857142857
"205",2019-01-25,18.7142857142857,20.4285714285714,15.7142857142857,16.2857142857143,63.1428571428571,16.2857142857143
"206",2019-01-26,20.7142857142857,19.4285714285714,15.1428571428571,16.1428571428571,61.1428571428571,15.7142857142857
"207",2019-01-27,19.1428571428571,20.5714285714286,14.5714285714286,15.2857142857143,60.4285714285714,17.5714285714286
"208",2019-01-28,18,20.4285714285714,14.1428571428571,13.7142857142857,59.8571428571429,16.7142857142857
"209",2019-01-29,17.4285714285714,20.1428571428571,14.4285714285714,14.1428571428571,62.2857142857143,17
"210",2019-01-30,18.7142857142857,20.5714285714286,16.1428571428571,15,67,17.1428571428571
"211",2019-01-31,21.2857142857143,21.4285714285714,16.7142857142857,15.5714285714286,69.5714285714286,17.4285714285714
"212",2019-02-01,28.7142857142857,22.2857142857143,18.7142857142857,15.8571428571429,74.2857142857143,18.1428571428571
"213",2019-02-02,35.7142857142857,22.7142857142857,18.8571428571429,15.5714285714286,75,18.5714285714286
"214",2019-02-03,49,23,19,16.7142857142857,77.2857142857143,18.5714285714286
"215",2019-02-04,61.4285714285714,24.4285714285714,19.2857142857143,18.1428571428571,79.2857142857143,19.5714285714286
"216",2019-02-05,70.8571428571429,22.8571428571429,18.8571428571429,17.2857142857143,72.7142857142857,17
"217",2019-02-06,75.1428571428571,23.1428571428571,16.8571428571429,18.2857142857143,71.2857142857143,17.8571428571429
"218",2019-02-07,77.8571428571429,23.4285714285714,16.5714285714286,18.4285714285714,72.1428571428571,18.7142857142857
"219",2019-02-08,77.7142857142857,21.8571428571429,15.7142857142857,18,69,17.7142857142857
"220",2019-02-09,79.1428571428571,22,15.2857142857143,18.4285714285714,69.4285714285714,16.8571428571429
"221",2019-02-10,78.1428571428571,23.5714285714286,15.7142857142857,20.2857142857143,71.4285714285714,17.1428571428571
"222",2019-02-11,78.8571428571429,22.4285714285714,15.4285714285714,21,71.7142857142857,16.4285714285714
"223",2019-02-12,81.2857142857143,24.7142857142857,15.2857142857143,22.2857142857143,76.5714285714286,19.4285714285714
"224",2019-02-13,81.2857142857143,26.2857142857143,17,22,79,18.8571428571429
"225",2019-02-14,80.4285714285714,26.7142857142857,17.1428571428571,22.1428571428571,78.5714285714286,18.5714285714286
"226",2019-02-15,78.4285714285714,27.2857142857143,17.8571428571429,23.2857142857143,80,19.1428571428571
"227",2019-02-16,83.5714285714286,28,17.7142857142857,24.1428571428571,81.1428571428571,19.8571428571429
"228",2019-02-17,83.2857142857143,28,18,23.4285714285714,81,19.8571428571429
"229",2019-02-18,90.5714285714286,27.2857142857143,19.2857142857143,22.2857142857143,80.5714285714286,20.2857142857143
"230",2019-02-19,92.7142857142857,26.8571428571429,20.8571428571429,21.8571428571429,81.2857142857143,19.1428571428571
"231",2019-02-20,96.4285714285714,25.4285714285714,19.7142857142857,21.4285714285714,78.2857142857143,19.4285714285714
"232",2019-02-21,101.142857142857,24.1428571428571,19.8571428571429,22.2857142857143,78.4285714285714,18.8571428571429
"233",2019-02-22,110,23.7142857142857,18.7142857142857,21.8571428571429,77.4285714285714,18
"234",2019-02-23,113.142857142857,22.7142857142857,18.4285714285714,20.4285714285714,76,17
"235",2019-02-24,119.285714285714,21.1428571428571,17.7142857142857,19.8571428571429,75,16.4285714285714
"236",2019-02-25,127.285714285714,21.4285714285714,17.8571428571429,19.4285714285714,74.7142857142857,15.7142857142857
"237",2019-02-26,138.571428571429,21,15.8571428571429,20.2857142857143,75.4285714285714,16.1428571428571
"238",2019-02-27,139,22.7142857142857,15.8571428571429,22.8571428571429,79.5714285714286,17.2857142857143
"239",2019-02-28,135.142857142857,23,15.7142857142857,20.8571428571429,78.5714285714286,17.4285714285714
"240",2019-03-01,130.285714285714,24,14.7142857142857,19.8571428571429,76.1428571428571,18.1428571428571
"241",2019-03-02,133,23.8571428571429,16.1428571428571,21,77.5714285714286,19
"242",2019-03-03,138,24.5714285714286,15.4285714285714,20,76.2857142857143,18.5714285714286
"243",2019-03-04,133.428571428571,25.2857142857143,14.7142857142857,20.5714285714286,76.2857142857143,19.2857142857143
"244",2019-03-05,127.142857142857,25.8571428571429,15.5714285714286,19.4285714285714,72.5714285714286,19
"245",2019-03-06,127.857142857143,26.1428571428571,15.7142857142857,17.2857142857143,71.7142857142857,19.1428571428571
"246",2019-03-07,130.285714285714,25.8571428571429,16.1428571428571,17.7142857142857,72.2857142857143,18.8571428571429
"247",2019-03-08,145.142857142857,25.8571428571429,17.4285714285714,18.8571428571429,75.4285714285714,19.7142857142857
"248",2019-03-09,153.857142857143,26.5714285714286,16.2857142857143,18.1428571428571,74.2857142857143,19.4285714285714
"249",2019-03-10,157.142857142857,26.4285714285714,17.4285714285714,19.7142857142857,76.1428571428571,19.4285714285714
"250",2019-03-11,167.142857142857,26.2857142857143,17.2857142857143,21,75.7142857142857,19
"251",2019-03-12,171.142857142857,27.2857142857143,17.1428571428571,21.1428571428571,77.1428571428571,19.5714285714286
"252",2019-03-13,170.714285714286,27.5714285714286,16.7142857142857,21.2857142857143,77,19.4285714285714
"253",2019-03-14,172.857142857143,29.5714285714286,15.8571428571429,21.5714285714286,77.4285714285714,20.5714285714286
"254",2019-03-15,181.142857142857,30.7142857142857,16.7142857142857,22.2857142857143,79,20.1428571428571
"255",2019-03-16,176.285714285714,30.5714285714286,17.5714285714286,23.4285714285714,79.5714285714286,20
"256",2019-03-17,174.285714285714,31.2857142857143,17.2857142857143,22.4285714285714,80.1428571428571,20
"257",2019-03-18,161.857142857143,31,17.4285714285714,21.2857142857143,80.4285714285714,20.2857142857143
"258",2019-03-19,160.571428571429,30.1428571428571,17.5714285714286,21.4285714285714,80.2857142857143,19.4285714285714
"259",2019-03-20,160.857142857143,29.2857142857143,18.2857142857143,22.1428571428571,79.5714285714286,19.1428571428571
"260",2019-03-21,160,27.7142857142857,19.1428571428571,21.5714285714286,78.5714285714286,18.8571428571429
"261",2019-03-22,157,26.1428571428571,19,20.7142857142857,76.5714285714286,18.8571428571429
"262",2019-03-23,158.857142857143,26.4285714285714,18.5714285714286,20.7142857142857,78.4285714285714,19
"263",2019-03-24,160.571428571429,26.5714285714286,20,22,79,19.5714285714286
